プロローグ,楽天家ゲルト,村人,人狼なんているわけないじゃん。みんな大げさだなあ
2日目,羊飼いカタリナ,人狼,こんにちは。全然これなくて申し訳ないです。■1.占い師考察リザちゃんは襲撃を恐れてる気持ちがすごく表れてますね。そういうところは真ぽい気がします。潜伏は苦手だけどロケットは嫌いというのは私も同じなのでわかります。ただ真ならリザちゃん視点ではリデルさんは確実に人間なのだから、もう少し擁護してもいいかな？という気もします。
2日目,羊飼いカタリナ,人狼,>>355でパンダさんだったら吊ってみてと言っているのでそういう考えの人なのかな？もし偽だった場合は狼より狂かなと思います。狼なら>>361でリデルさんを占うより吊っちゃいたいとまでは言わず裏でもう少し手助けすると思うので。ヨアさんはスタンスとか説明してくれて考えがわかりやすいです。
2日目,羊飼いカタリナ,人狼,>>311>>312のノイズとか常にいろんな可能性をめぐらせて議論をしてっていうのは村のことを考えてる感じがします。若干真寄りでみてます。ただ他の人にも言われてますが夜明けの逆にあやまりたい発言が少し引っかかるかな？でも最初から黒引けて嬉しくてテンションあがった？という感じがしないでもないかな？もし偽だった場合はやはり狼ならリスクが高すぎるので狂だと思います。
2日目,羊飼いカタリナ,人狼,と、占い師単体でみるとこうなるのですが、リデルさんがものすごく白くみえます。裏に誰かいる気配が全然ないし、占い決定後に発言ないし、夜明け後の発言も狼っぽくない感じがします。そして昨日の占い希望のトドメともいえる３票目が対抗のペタ君から入っているのが気になります。占い内訳が真狂で対抗のペタ君は狼だと思うので、もしリデルさんが狼だとしたらペタ君が３票目入れるかなぁと。
2日目,旅人ニコラス,村人,おそようございマス。朝は寒かったですが、日中はあったかかったですネ。そして、アルさんのオニオングラタンスープをいただきツツ…。者>>396　うん、そうですネ。とりあえず襲撃されることで確白＝灰が狭まるとゆー認識なんデス。そして、396読んでようやく理解。確白襲撃させずに灰襲撃を誘ってるとゆー意味なんですネ、了解デス。神>>404　大変とゆーのは潜伏臭が狼なのかそれとも能力者なのか、ですネ。
2日目,旅人ニコラス,村人,あとは散々言っていてそろそろ胡散臭いと思われてますガ、灰が広～いと考察するのが大変とゆーことデス。判定が割れたので今日は能力者考察がんばりどこですネ…。がんばれ、自分！てことで潜ってきマス。
2日目,羊飼いカタリナ,人狼,占い内訳が真狂で対抗のペタ君は狼だと思うので、もしリデルさんが狼だとしたらペタ君が３票目入れるかなぁと。あの時点でジムさんがちょっと人気だったり、他の人にも票が入っていたのでいくらでも他にふりようがあったのではないかと。とリデルさんをみると占い師単体でみた時とは逆にリザちゃんが真寄りに・・・。
2日目,羊飼いカタリナ,人狼,・・・結局占いどう思ってんだといわれると正直わからないというのが本音なので、ものすごく白くみえるとか言っておいて申し訳ないけど、占いの真贋はっきりさせる為にやっぱりリデルさんの色が見たいです。なので■3.▼希望はリデルさんです。リデルさん以外ならもちろん私はペタ君を希望します。
2日目,旅人ニコラス,村人,占師考察リズさん＞妙>>216で被襲撃懸念。シモンさんとジムさんがCOしていない時点で確霊になる可能性を考えているんでしょうカ。そして妙>>290でも被襲撃懸念。2-2だから占守られる確率が高いことからそこまで恐れるのはちょっといきすぎかなと思いマス。と考えてたんですけど、>>480を見るとそれを思ってない感じですネ。斑→翌日真襲撃は真が狼引き当てた時とかじゃないでしょうカ。場合分けによって
2日目,旅人ニコラス,村人,変わりますケド。妙>>355でライン戦上等。まさしくその火蓋が切って落とされたので、楽しみですネ。ジョジョタチが一体何か気になって、思わず調べてしまいマシタ（笑）う～ん、なんだかもんにょり感がありマス。狂＞真＞狼でしょうカ。若干>>216が気になりますネ。リデルさんが狼なら狂じゃなくて狼かなとか思いマス。
2日目,旅人ニコラス,村人,ヨアさん＞青>>311は納得できるものデス。>>312の決め打ち懸念はちょっともんにょり。偽の信用負けの場合のロラ布石として置いてる気がしマス。そして気にしてる人もいる過剰な今日の結果反応。>>421で霊CO取り下げの霊確は夢見すぎ。というより、それによって自身が襲撃される可能性があることを全く考えてないのがリズさんと対照的ですネ。真≧狂＞狼ですネ。今日の黒出しは偽なら狼は難しいデス。
2日目,旅人ニコラス,村人,2-2の状況でライン戦上等がたくさんいらっしゃるので、斑は吊られる確率高いですカラ。二人を比べると僅差で真：ヨアさん、偽リズさんですネ。二人とも今日の発言が楽しみデス。霊能者考察リナさん＞昨日時点判断不能。羊>>514はすごく共感できるデス。なんやかんや言いながら判定が霊能者にとって一番の力ですカラ。あとは発言待ちですネ。
2日目,旅人ニコラス,村人,ペタさん＞今日初めてしっかり見たCO。話題の立候補まとめを読みましたトカ。すごく発言の一つ一つがしっかりしていて、頼もしいことこの上ないデス。>>444もリナさん同様、霊視点だと思いマス。真だと頼もしいケド、ペタさんの能力はハイパーそうなので、偽でもこれは言えそうと思ってしまうレベルデス。霊考察は明日の霊判定によって考えようかなとか思ってタリ。現状どっこいどっこい、ややペタさん真ですネ。
2日目,村娘パメラ,人狼,こんばんは。今日はとても忙しくてやっと顔が出せました・・・遅くなって申し訳ありません。これから考察を書いていこうと思います。では失礼します。@18
2日目,仕立て屋エルナ,村人,シモンを忘れてた。忙しいみたいで発言が少ないね。昨日の占い希望でてないのとか情報が少ないのは痛い。せめて疑っている灰だけでもあげてくれたらわかるんだが。しゃべれる様子だしもったいない気が。>>505は白い気がするが…。質問飛ばすか★シモン>>初日見て黒狙うなら誰で占い希望だす？あと能力者の印象だけでも出してくれるとありがたい
2日目,行商人アルビン,村人,■2.灰！できたところから出してく。考察メモ消えて書き直したから抜けてるとこあるかも。突っ込みあったらよろしくねー。灰広すぎ。●した人を▼って灰が一番狭まりにくいパターンで辛いよ。◆シスター発言が単独感満載で白いよー。狼だとしても他の狼とのライン取れる気がしないよ。▼尼希望だよ。占の真贋わかりません。ごめんなさい。霊判定見たいだけで、シスターが狼と確信してるわけじゃないよー。
2日目,行商人アルビン,村人,シスター続き）村人ならきついと思うけど、判断力のない愚か者どもだな！ふんっ！て思ってればいいと思うよー。話したいこと話してねー。ヨアヒムはシスターの対立陣営だから、彼に質問してもあんまり満足する答えは返ってこないと思うよ。ペーター>>448後半みたいな形で、シスターの考えるヨアヒム偽要素を書くのはどうかなー？★シスターの今日の吊希望はある？
2日目,行商人アルビン,村人,◆パメラ昨日は表まとめありがとう。パメラいなかったら喉足りなくなってたよー。>>335「初日から占は黒狙い」で、>>336の●修の理由が「放置するとSGにされる恐れ」というのが？考察見ると消去法にも見えるけどねー、黒狙いとぶれる気がするよ。パメラは他の発言考察がきれいなだけに気になる。発言待つ。★決定周りの考えの流れを教えてほしい。シスターは吊で他に占当ててみようと思わなかった？
2日目,行商人アルビン,村人,◆ジムゾン>>487「ヨアが黒発覚直後にライン考察をしてない」は穿ちすぎな気も。ライン考察ってすぐに出せるか？でも、僕もヨアヒムのライン考察読みたいなー。あとは、昨日>>306と一緒。●候補。1d集計間違ってなかったら、シスターとジムゾンは第一希望も第二も同数票だね。尼のが先に票集まってたから●尼だったろうけど、決選投票したらどうなったか見てみたかったなー。
2日目,行商人アルビン,村人,◆クララさん素敵なお姉さん。発言に違和感なし。昨日の●希望も自然。発言控えめの人に声をかけてるとことか良印象だよー。忙しいなか2d早々に考えを投下してくれるとこは白い。その考察も丁寧で頭にすっと入る。発言で判断できそう。今のところ●なし。◆村長村の為に自分の家を停電させ、定石の把握もばっちりの村長の鑑。>>396「早い者～特典付き」は印象的。色は見えないけど、今日の灰考察に期待。
2日目,村娘パメラ,人狼,■1.まずは占い師について。修に関しては一旦おいといて占い師単体で。妙→>>290や>>291等、襲撃懸念が非常に強い。これは>>480を見る限り本当に襲撃されると思っていた様で納得。>>357～からの灰考察はあっさり目ではあるが神評など目の付けどころは面白い。今日に入ってからは>>417で自分が白を出した尼を吊りたくないが
2日目,村娘パメラ,人狼,>>481で吊れば村の視点が広がるから仕方ないかと思っている辺りは村の利益を考えていて真っぽい。まとめると、普通に占い師的な観点からの発言が多く見える。青→>>312で自分がいなくなった後情報不足に村が陥るのを恐れて、決め打ちとかの思考停止はして欲しくないとの事。狼を追い詰めたい意気込みを感じるが、占い師の自分が決め打たれた時も思考停止と取るのかなど疑問もある。
2日目,村娘パメラ,人狼,>>314で自分のスタンスを表明。こちらも意気込みを感じるがなんかわざとらしさのようなものも感じる。>>328の●長理由は違和感なし。今日に入ってからは>>421での反応がテンション高すぎて何か変に感じる。まとめると、非常に意気込みをかんじるのだが「気負い過ぎている占い師」よりは「演技過剰の騙り」の方が単体でみるとしっくり来る気がする。以上の事から現状は妙真寄り。
2日目,仕立て屋エルナ,村人,あと悪いが今日は22時まで鳩も使えなくなりそうだし、先に希望とかなんとか。ヨアヒムとリーザは前にも述べた通り、占い師の姿勢として見たらスタンス説明や片白占いのデメリットを考えたりでヨアヒムの方がより占い師らしいと思う。ヨアヒムの夜明けの反応は確かに不自然だが、気持ちはわからなくない。ただシスターが素白いを通り越して分からない。
2日目,村娘パメラ,人狼,☆>>524商→ええと、まず昨日は神屋服司長には白要素が取れたので放置しました。残りの商旅者兵修は少し時間を置いてみましたが、特に「この人のここが怪しい」という部分は見つかりませんでした。黒狙いという方針ですが初日という事もあって黒要素が見つからなかったので、よく分からない所を占おうと思いました。そういう意味では昨日の占い希望は消去法的な側面はありました。
2日目,村娘パメラ,人狼,（続き）修占いに関しては、内容寡黙で思考も見えない、黒もあるかも？という理由で占吊を当てる必要があると思いましたが、>>335でちらっと書いた通り「不慣れな村人」かもしれないと昨日の段階では思っていました。そこで、村人を吊りたくはないのでいきなり吊る前にまず占ってみるべきだと判断しました。以上から修を吊って他を見ようという所に考えが至りませんでした。こんな感じですね。霊書いてきます。@13
2日目,仕立て屋エルナ,村人,悪いが今日は▼シスターで頼む。霊とのラインとか見たい。とにかく分かんないから情報が欲しい。あと占いは現時点でだすが●村長〇ニコラスで。村長はあれだけ発言できて灰への突っ込みが少ないのが気になる。ニコが〇になったのは私の質問受けて突っ込んで～とか言ってたのに微白要素を感じたので。ジムゾンは考察がで始めたので、一旦外した
2日目,仕立て屋エルナ,村人,ちょっと内容が薄くなってすまない。戻ったらまた改めて考えるよ。仮決定間に合わなかったら申し訳ない
2日目,行商人アルビン,村人,＼|尼兵羊服　　　▼尼希望：書神兵羊屋商服占|＿長＿長　　　　　　　　　　　　　　＿|＿書＿旅　　　吊表は尼以外の希望を書いてあるよ吊|書羊年＿　　　　　　　　　　　　　　　　　　＿|＿年＿＿灰考察◆ディーター遅くなったけど☆>>261言わなくてもわかる位テンプレな回答だと思ったからだよー。ニコとディタの相互疑い状態が印象的かなー。あとはあまり読み込めてない。ごめんよー。
2日目,村娘パメラ,人狼,次は霊能者で。羊→昨日は発言が少なかったので判断できず。今日は>>423の色を見てみたい発言が能力者視点で好印象。>>510の修評や、>>513の年３票目論など、きちんと考えているとも思います。今のところ特に違和感はありません。年→昨日も書きましたが、村の利益を真剣に考えている感じがします。>>443や>>447の占い師考察も納得できます。ただ、今日から襲撃が入るのに
2日目,シスターフリーデル,村人,私視点でも今日の私吊りのメリットの方が多いとおもいますわ本日の吊りは私でお願いしますわあと私からするとヨアヒムさんへの盲信が怖いですわその辺り考慮にいれてください占い対象の希望変更させていただきますディータさんあるいはクララさんをお願いしますわ理由は繋がっているような気がしたためですわ以上!!
2日目,村娘パメラ,人狼,修を吊ったら真占が分かるというのは襲撃懸念が薄いかな、とも思います。>>448で対抗について分析しているのは能力者視点で好印象ですね。少し襲撃懸念の薄さは気になりますが、村に向き合っている気がします。現状２人に真贋差はないですね。ここまでの占霊考察を踏まえて内訳ですが、妙は襲撃懸念の強さ、青は狼ならここで黒出しはリスキーという観点から占=真狂、霊=真狼かなと考えています。
2日目,村娘パメラ,人狼,昨日>>288では霊に狼は出にくいと考えていましたが、今日の占い師２人を見ると占=真狂はかなり強いと見ています。ちょっとご飯食べてきます。帰ってきたら灰考察書きますね～@10
2日目,行商人アルビン,村人,発言見ながら希望表は書いてるよ。喉の関係で昨日ほど頻繁に出さないけど。いらねー仕切るなという声が灰や赤から聞こえるのはきっと気のせい。◆ニコラス灰が広いは同意。水と肥料をあげたいかわいさ。発言は素直な印象。>>324でディタへの疑問は解けたみたいなので、今日の考察を待つよ。発言から色を拾えるようになるかなー。占吊どちらか当てたい。◆オットー正直、昨日の>>306と印象変わってない。
2日目,少年ペーター,霊能者,こんばんは。■2.灰考察はすこしづつ落としていくよ。ジム：昨日の占い希望は思考の流れとしては一貫している印象だよ。今のところ強い白黒要素は見出せないけど、あえて言えば>>224（まとめ役可否の確認）はリナへのフォローにも見え、微ライン要素かな。村人の発言としてもおかしくはないけどね。
2日目,青年ヨアヒム,狂人,オニオングラタンスープいただきます。まだ途中だけど、議事録読んでます！エルナ>>459　☆みんなの意見の様子を見つつだけど、個人的には早めに出たいなと思ってた。僕は情報が早く出たほうが「狼探し」っていう一番の目的に向けた議論が出来ると思ってるからね。リーザのCOがきっかけで出た形だけど、早期COって意味では希望通りだったよ。
2日目,少年ペーター,霊能者,ディタ：昨日指摘済みだけど（>>360）、●希望が狼探しのスタンスとしてぶれていて、思考が見えづらいよ。この点についてはジムがディタに質問を投げかけている（>>470）のでその回答に注目だね。シモン：リアル事情で止むを得ない部分はあるけど、現状寡黙で今日の占希望も消極的な印象だね。>>424で真っ先にヨアに突っ込んでるのはヨア偽なら白要素、真なら黒要素かな。
2日目,青年ヨアヒム,狂人,村長>>467 ☆黒狙うときの基準は、中庸狙いって言うのかな。発言が白っぽいを除外→寡黙は吊るから除外→残った人を占う、みたいな感じ。ちなみにこれは僕が占い師じゃなくて普通の村人だったとしても、同じようにしたと思う。「白確定したらまとめ役を」っていうのは、白狙いの占いをするではなくて、黒狙いだけど占ってみたら白って人が出てきたら･･･っていう意味で言ったつもりだった。伝わりにくくてごめんね。
2日目,青年ヨアヒム,狂人,リーザ>>477　こっちこそゴメン。リーザの発言は確認してたんだけど、そのちょっと前にクララが時間指定してたからさ。もしかしてリーザもクララ案に乗る可能性あるのかなと思って。別にリーザのせいとかクララのせいとか言ってるわけじゃないからね！アルビン>>484　まとめ役立候補占いは「もし」出た場合はと考えてた。ほぼ白なのは承知なんだけど、グレーのまとめ役は絶対嫌だし牽制の意味もこめてああ言ったんだ。
2日目,少女リーザ,占い師,ただいま。>>482アルビンおじちゃんあ、本当だ！リズの占いたいひとがフリーデルお姉ちゃんになってる！あのね、このときはどこを占ってほしいのかしか見てなかったのー・・・これはリズのしっぱいだね。ごめんなさい。>>483え、えっとお・・・＜唐突ですが、私、メモを取っているリーザの母でございます。今までのメモは娘の言葉をそのまま漢字に置き換えたものでしたので、少々言葉足らずな所があったかもし
2日目,少女リーザ,占い師,れません。これからは私が適宜分かりやすい言い回しに修正いたしますので、ご迷惑をお掛けしたことをお詫び申し上げます。さて、アルビン様のご質問ですが、>>363は「シスターを占う事に反対しない」という意味でございます。>>290は「狩人が人狼の襲撃先をよんで、ＧＪを出す事」という意味だと思います。＞・・・だって。リズには分かんない言いかたがたくさんあるけど、とりあえず、これからママのメモは分かりやす
2日目,少女リーザ,占い師,くなるみたいだよ。＜襲撃懸念が多いのは、ちょっとリズが生き残りたい！って思っちゃう所が強く出すぎちゃったみたいなの。今度からはなるべく言わないようにするよ。狩人さんのプレッシャーになっちゃってるかもしれないしね。>>490エルナお姉ちゃんうん、本当は皆が揃ってから言おうと思ってたんだ。でも、リズはそろそろ寝ないとママに怒られそうだし、先に偽占い師さんが出てたら困るから、この時に出ていこうと思
2日目,少女リーザ,占い師,ったの。>>515ニコラスさん斑が出たら即襲撃っていう考え方だけど、これはちょっと経験則によっちゃうの。人狼さんは占い師さんが生きてるのが怖いから、内訳が真狂の場合、すぐにでも占い師さんを喰べるんじゃないかなーって。でも、この辺りは人狼さんの性格にもよるかな。>>216については>>291と>>479ね。これでも分かりにくいとは思うけど、こうとしか言えないのー。＞
2日目,少女リーザ,占い師,＜それじゃあ、灰を見ていくね。長→能力者に対する考察が細かくて、よく見てるんだな～って感心しちゃうな。でも、灰に対してどう見てるのかがまだ分かんないの。考察が来たら考え直そうかな。神→信じてもらえないのがちょっとだけ寂しい・・・ていうのは置いといて、質問して自分の考えをちゃんとまとめてる感じがするの。白いか黒いかって言われたら白寄りだけど、リズ的にある懸念からちょっと占いたいかなって思ってる。
2日目,少女リーザ,占い師,>>487　あの時はまだちょっと覗いて質問が来てないかを見た程度だったから、これからフリーデルお姉ちゃんの白要素は挙げてくつもり。兵→真っ先に>>424を突っ込むあたりはいいんだけど、いきなり霊ロラから始めようとしてる所がちょっと気になっちゃったかな・・・ちゃんとした考察を落としてくれることを期待するの。商→積極的に表まとめをしてくれたりするのは好印象。>>476や>>482とかを見てる限り、
2日目,少女リーザ,占い師,真面目な村人さんっぽいかな。皆の事を気にしてる感じが所々するし、今の所白っぽい感じかな。仕→思ってることをそのまんま言ってる感じがして、特に不自然さはないの。けっこう切りこんでいくタイプっぽいかな？>>506はちょっとリズとは見てる所が違うのかも。リズはとってつけたように思わなかったからなあ。司→>>411や>>440でフリーデルお姉ちゃんを気遣ってる所は村人っぽいの。狼さんならさっくり吊っち
2日目,少女リーザ,占い師,ゃいたい所だと思うしね。全体的に楽しそうな所がちょっと引っかかっちゃうんだけど、これは性格だろうから白黒判断にはしないよ。やっぱり変だとは思わないかなあ。屋→気楽な感じがして不真面目っぽいけど、言ってることが一々もっともなの。>>491とかでどういう戦法が好きなのかがはっきり分かるし、>>492で尼占に集まった理由とかをあっさり言っちゃう所とか、あけすけすぎて狼さんっぽくは見えないの。今の所ほぼ
2日目,少女リーザ,占い師,最白かな。旅→なんだかリズと考え方が似てるのかな。だから灰考察が苦手でどうしてもどっちつかずな感じになっちゃうのは分からないでもないの。でも今日の能力者評は見れてる感じはする・・・かな。者→んー・・・今日はまだ発言してないからどうとも言えないの・・・相変わらず分かんなくて怪しいの・・・後で考察とか出たら分かるかな？娘→相変わらずクールなのー。かっこいいのー。村の中を丁寧に見てる感じがして怪し
2日目,少女リーザ,占い師,い所はまだないかな。今の所の希望は【●旅○神▼者▽旅】かなあ・・・。ディーターおじちゃんとニコラスさんのどっちかは人狼さんっぽい、って思うの。この二人は早めに吊るか占うかしてみたいかな。店員さんを占いたい理由は、アルビンおじちゃんの>>384から。店員さんが黒なら、アルビンおじちゃんも黒て事は無いと思うの。店員さん白の場合は分かんないけど。ただ、ここ占いたい理由は『黒発見したい』というよりも
2日目,少女リーザ,占い師,『灰を狭めたい』だから、そこまで強い希望ではないの。うーん、やっぱりまだ狼さんは尻尾出してくれないの—。フリーデルお姉ちゃんの白い所だけど、自分吊って判定見てくれって言えちゃうのは白いかな。狼さんだったらもうちょっと吊らないでくれって言うと思うから。あ、なんか喉がもうカラカラなの・・・あとは本決定まで黙ってるね。＠２＞
2日目,青年ヨアヒム,狂人,＞何人か　☆あやまりたいのはフリーデルじゃないよ。なんだろ、僕が悪いわけじゃないんだけど、「人狼見つけたヤッター！」じゃなくて逆に「確定白を期待してたみんなごめん」っていうのかな。あと今回の判定で▼フリーデルがほぼ決定だと思ったこと。このまま議論停滞しちゃうんじゃないかなーって心配して、なんとなく村のみんなごめんと思った。でもいきなり黒でハイテンションだった！
2日目,青年ヨアヒム,狂人,オットー>>498　最近読んだ文献に「村人騙り→解除」ってのがあったもんだから。もしかしてペーターかカタリナどっちか霊CO解除しないかな？と思って。そしたらフリーデル吊る→（霊が生きてればだけど）黒判定出る→僕真！なんて妄想をしちゃった。村人視点忘れないといいつつ、完全に僕視点になってたね。ぶっ飛びすぎて分かりにくかったよね･･･。これから一人ひとりの発言をじっくりあらってみる！
2日目,ならず者ディーター,村人,とりま遅くなってすまん。コアタイム21～に変更だ!!(勝手にｗ先に質問に答えるとするか。まず>>470ジム　>>375で○尼にしたのは他にいないし、俺の第一希望は●ジム。吊っちゃっても良かったのはまぁ言うまでもないが内容寡黙だから。俺は今尼は裏に誰もいないと思ってるから尼の白確でもいいんだけど盤面整理のために吊るってのもありだということ。尼はあんまり興味ない。だからどうだっていいってのが本音
2日目,パン屋オットー,村人,帰るの8時って言ったのに9時半！いやだってあまりにも寒くてモチベ急降下したからあったまるまでぐだぐだとさ～。とりあえず今見えて気になった所。★リズ>>550ある懸念、は敢えて伏せてるのかな？言えない理由有る？今能力者の中では一番護衛率高そうとは言え、明日生き残ってるかわかんないから言ったら良いのに～。襲撃懸念すっごいあるのに、こういう所抜けてるのちょっと違和感。でも喉無いのか～。
2日目,ならず者ディーター,村人,。白なら心強いと思った理由は灰への質問が多いからもし白かったら助かるな～っていう俺の気持ちと、ジムへの愛。>>367でも書いたとおり質問が多いせいかジム自身が読めない。この村とりあえずみんな白いからどちらかというと～みたいなニュアンスが>>367には含まれてる。俺は基本まとめを早い段階から欲しい人間だから、ジム白確してまとめやって欲しかった。霊は対抗いるしね。
2日目,シスターフリーデル,村人,>>556>>557この発言が信じてほしい狂人の真占い潰しかつ信頼度上げをねらったものにしかきこえませんわ証拠として真占いなら完全自分視点といった破錠発言をするんです?@5なのでしばらくだまります
2日目,羊飼いカタリナ,人狼,こんばんは！あぁぁ時間がない；スーパーザザザっといきます；■2.灰考察ならぬ灰印象；商：議題や表などを率先してやってくれたり村のことを考えてくれてる印象です。霊潜伏案崩しちゃってごめんなさい。神：色々質問飛ばしてて村をフラットにみてる印象です。屋：思ったことをそのままサラっと言ってそうな印象です。服：屋と同じ印象です。後ろに誰かいる感じがしないです。娘：すごく冷静に村をみてる印象です。
2日目,羊飼いカタリナ,人狼,司：自分の考えを言いつつ、色々気遣いもできる温かい印象です。ここまでが白っぽいなと思ってる人です。今日占う必要はないかな。白狼がいるとしたらこの中だと思います。村：鳩でここまで話せるなんて尊敬します。独自の考えを持ってる印象です。>>465ヨアヒム９割方狂人認定してしまいそうはちょっとびっくりしました。色が見えそうで見えない感じがして今日の●希望です。
2日目,村娘パメラ,人狼,灰に関して。まずは渦中の修を単独で。修→昨日、●本決定に当てられてから全く発言がないのは狼にしては動じていなさすぎるかなと。今日の発言では>>406など狼の演技とは思えない素白い感じがあったり、内容の是非はともかく昨日に比べて>>431など考察が加速しているのは視野が開けた村人っぽいかなと思います。ただ、話している内容が良くわからなかったり、今日尼をつれば能力者周りで分かることが
2日目,羊飼いカタリナ,人狼,旅：けっこう話してるのになぜかふわふわした印象です。なんでだろう。○希望です。者：本当はもっと話せる印象です。これからの発言みたいです。兵：全然発言できてない私がいうのもなんですが、もう少し発言がみたいです。リアル大事にです。修：>>510の通りです。
2日目,ならず者ディーター,村人,>>502エルナ　>>561でも答えたとおり俺は最初から纏めが欲しい人間なんだよ。分かってくれ。黒出しも大事だとは思うが13人村とかじゃない限りは最初まとめ出しがいい。>>543　さんざん答えたんで割愛。ていうか纏め欲しい体質なの俺だけなのか･･･。とりあえずもうちょっと議事読んでから占霊の考察、灰考察はやるとして尼だけ。俺は>>559で言ってる通り尼の後ろには誰もいないと思ってる。ていう
2日目,村娘パメラ,人狼,かなり多いと思うので、今日修を吊るのは仕方ない事かと思います。次に、残りの灰を。なお、私の考察は昨日もそうですが基本的に白いと思うから順番に書いています。商→昨日の段階では「表など村をまとめているのはありがたいが灰にあまり触れていないかた」と思っていました。しかし今日の>>522～の灰考察は凄く考えこまれていてその懸念は消えました。村を引っ張って勝ちに導いて行こうとする
2日目,ならず者ディーター,村人,かいたらもうちょっと内容のある発言できるんじゃないかなぁ。あと>>537は狼ならもうちょっとねばるんじゃないかなぁ。ここであきらめちゃうのもまた白っぽいぞ。もぐってくるぜ。
2日目,村娘パメラ,人狼,前のめりな村人だと思うので、現状最白ですね。司→>>434の修考察や>>440の修を見極めようとする姿勢は、修が白か黒か探っている村人らしさを感じました。>>445～の考察も納得出来（特に長評）、>>455の希望も自然です。現状かなり白めに見ています。服→昨日に引き続き、>>456～>>462など「自分が何を考えているか」が非常に良く考察に出ていて好印象です。
2日目,少年ペーター,霊能者,村長：昨日自由占を希望していて、今日占い師考察を厚めに行っているのはスタンス的には一貫しているかな。灰との絡みが少なめで考えの見えづらい部分がある点が微黒要素だけど、考察には期待できそうなので当面放置でいいと思うよ。オト：>>338の「擦り寄り」発言は狼なら言いづらい気はするね。発言スタイル的には気になる点を突っ込んでいくタイプと見受けられるけど、それが今後の考察にどう反映されるのか注目だね。
2日目,村娘パメラ,人狼,考察の内容も納得出来るのでかなり白めに見ています。屋→昨日>>338で神にすり寄られているとか>>354で神を疑っている人。理由は妥当で狼に利用されるのを恐れている村人らしく見えます。服と同じく>>492など思考開示がかなりされていたり、>>500～なども納得出来るので白めに見ています。神→昨日質問ステルスという評価を誰かから受けていて、私も少しそう考え始めていましたが、
2日目,行商人アルビン,村人,◆エルナ思ったことポンポン話してくれるとこと早めの考察投下が村っぽい。ざっと読んだだけだけど、発言に違和感は特に感じなかったなー。他の人に出してる質問とか、僕も知りたいと思うことが多いよー。今日は●なし。◆シモン明日も発言少なめだと吊り希望出しそうだよー。内容濃い目だなーと思う。忙しいのが残念。でも、リアルは大事だよー。返事くれた人たちありがとう。反応してないけど読んでるよー。
2日目,村娘パメラ,人狼,>>470～の灰考察は神の意見が出ているし、>>486で青にLWが何処か聞く辺り良く考えて発言している様なのでここも白めに見ています。ここまでの人はかなり白いと思うのでしばらく放置でいいかなと思います。今から書く残りの兵旅者長はそこまで白く無かったり疑問点もあるので今日の占い先はここから選びたいです。＠５
2日目,羊飼いカタリナ,人狼,■3.●村長さん○ニコさん　▼リデルさん▽ペタ君　でお願いします。■4.もし今日▼リデルさんであれば夜明け後には私にはどちらが真占かわかるので発表順はどちらでもかまいません。▼リデルさんじゃなければ今日リザちゃん→ヨアさんだったのでその逆を希望します。
2日目,羊飼いカタリナ,人狼,霊の発表順はみなさんの希望に合わせます。ただ、これからまた子羊ちゃんを見にいかなければいけないので、もしかしたら夜明けは鳩になってしまうかもしれません。その場合は同時発表はちょっと厳しいです、ごめんなさい。
2日目,司書クララ,村人,ただいま～。やっぱり遅くなっちゃった・・・。おみやげだよ！つ【肉まん】【あんまん】【ピザまん】【フォアグラ入りフカヒレまん】本の整理しながら、こっそり色々考えてたんだけど、この村だと白狼がいる可能性はかなり高そうだね。自分の灰考察だと、黒よりは二人しかいないし、それも内容薄めだと自分でも自覚してるよ。寡黙ほぼいないに等しいし、ちょっと自分の考察方法考え直さなきゃと思いはじめてる。
2日目,青年ヨアヒム,狂人,ていうかなんでフリーデルは何でこんな素白っぽいんだ！？狼なんだからもうちょっと吊りに抵抗して欲しいよ･･･。そしてバックが全然見えない。きっとフリーデルが真っ白に光ってるから、逆行で後ろが見えないんだね！僕、自分の結果に自信なくなってきたよ。いや、繰り返すけど結果は間違いないからね。>>406はなんだろ、これ実は計算･･･？フリーデルが白っぽく振舞えば、みんなが言うとおり僕に狂人臭が漂うよね。
2日目,ならず者ディーター,村人,占考察リザ:襲撃懸念が多いな。でも真占だったらそうなのかなぁとも思うぜ。考察もしっかりやってるし単に襲撃が怖いだけなんじゃないかなぁってことで真寄り。ヨア:ヨアに関してはみんなが突っ込んでるから追従になるのもやだしコレは言っておく。「逆にあやまりたい」は俺は黒く見たぜ。ちなみに黒よりだけど狂ね。狼だったらその勇気を讃えるぜ。
2日目,村娘パメラ,人狼,兵→リアルが忙しいのは仕方ないとも思いますが発言が少ないですね。この調子だといずれ占吊を当てたくなります。しかし>>424で青に入れた質問の鋭さや>>496などは納得出来るので今後の発言に期待ですね。旅→>>342～からの考察は他の人のに比べて内容が薄いと思いますが長評とかはいいと思います。>>378の下段でしっかり自分の考えを説明しているのは好印象。
2日目,村娘パメラ,人狼,しかし全体的に他灰にあまり触れてないのが気になります。者→>>347の旅占い理由は理解出来ます。>>353～の考察はかなりざっくり目ですね。印象が近い旅と比較するとあまり灰に触れていないのが共通し、者自身の考えがあまり見えない分旅よりは怪しいかなと考えています。長→>>465の青真でも～問題ないが結構違和感があります。村に取ってかなり不味い事態だと思うので。
